,topic_num,topic_perc_contrib,keywords,text
10,1,0.8153,"map, mode, new, well, feel, add, need, still, content, system","343 is now under new leadership and in my opinion for the better. With the season 5 update, the game has more content like Forge AI, firefight, new maps and modes, and ranked arena changes. Other features that were missing on release that's now in the game are a custom games browser, and a progression ranking system. There's something for everyone - both casual and competitive players. This is how the game should've released and it's really fun."
11,1,0.8089,"map, mode, new, well, feel, add, need, still, content, system","It's getting better, specific cosmetic types are becoming crosscore, forge is coming out...
and uhm... yeah.
Forge is coming out."
12,1,0.8065,"map, mode, new, well, feel, add, need, still, content, system","The game is much improved since launch. The latest update provided a custom server browser for forge based maps, which is the best thing they could have added to this game."
13,1,0.7892,"map, mode, new, well, feel, add, need, still, content, system","it has fantastic gameplay but no content, still a good game just needs some elbow grease update: it's at a better place now but is still lacking in content compared to it's predecessors"
14,1,0.7647,"map, mode, new, well, feel, add, need, still, content, system","Armor system and monetization in general is lackluster, but it's a good game after getting a few seasons in."
15,1,0.761,"map, mode, new, well, feel, add, need, still, content, system","haven't played since release until now, game is in a much better place now with the map and playlist variety"
16,1,0.7577,"map, mode, new, well, feel, add, need, still, content, system","its now in the state it should have been in at launch, now all it needs is cross-core customization and then after that just actual content like more maps and f2p events"
17,1,0.7478,"map, mode, new, well, feel, add, need, still, content, system","Season 03 has been a refreshing change to content, delivering new game modes, maps and better battlepasses."
18,1,0.7451,"map, mode, new, well, feel, add, need, still, content, system","Finally feels like a complete game after two years, even if I still have many issues with it. One of the best free-to-play games on the market, I highly recommend."
19,1,0.741,"map, mode, new, well, feel, add, need, still, content, system","The core gameplay has always been good, just needed more content, a functioning forge mode, and better cosmetic customization options. The game now has a proper amount of content, forge mode is functioning but can defenitely use a UI overhaul / a better featured map system, and cosmetic options have improved with cross armor core customization options being added. Would still love to see playable elites. Also please improve the load times / shader optimization process on initial boot, it's way too long (~5-10 mins)."
20,2,0.957,"fun, multiplayer, campaign, great, really, free, amazing, need, lot, recommend","multiplayer is very fun, multiplayer is very fun, multiplayer is very fun, multiplayer is very fun, multiplayer is very fun, multiplayer is very fun, multiplayer is very fun, multiplayer is very fun, multiplayer is very fun, multiplayer is very fun, multiplayer is very fun, multiplayer is very fun, multiplayer is very fun, multiplayer is very fun, multiplayer is very fun, multiplayer is very fun, multiplayer is very fun, multiplayer is very fun, multiplayer is very fun, multiplayer is very fun, multiplayer is very fun, multiplayer is very fun"
21,2,0.8949,"fun, multiplayer, campaign, great, really, free, amazing, need, lot, recommend","---{ Graphics }---
☐ You forget what reality is
☑ Beautiful
☐ Good
☐ Decent
☐ Bad
☐ Don‘t look too long at it
☐ MS-DOS

---{ Gameplay }---
☐ Very good
☑ Good
☐ It's just gameplay
☐ Mehh
☐ Watch paint dry instead
☐ Just don't

---{ Audio }---
☐ Eargasm
☑ Very good
☐ Good
☐ Not too bad
☐ Bad
☐ I'm now deaf

---{ Audience }---
☐ Kids
☑ Teens
☑ Adults
☐ Grandma

---{ PC Requirements }---
☐ Check if you can run paint
☐ Potato
☐ Decent
☐ Fast
☑ Rich boi
☐ Ask NASA if they have a spare computer

---{ Difficulty }---
☐ Just press 'W'
☐ Easy
☑ Easy to learn / Hard to master
☐ Significant brain usage
☐ Difficult
☐ Dark Souls

---{ Grind }---
☐ Nothing to grind
☑ Only if u care about leaderboards/ranks
☐ Isn't necessary to progress
☐ Average grind level
☐ Too much grind
☐ You'll need a second life for grinding

---{ Story }---
☐ No Story
☐ Some lore
☐ Average
☑ Good
☐ Lovely
☐ It'll replace your life

---{ Game Time }---
☐ Long enough for a cup of coffee
☐ Short
☑ Average
☐ Long
☐ To infinity and beyond

---{ Price }---
☑ It's free! (Multiplayer)
☐ Worth the price
☑ If it's on sale (Campaign)
☐ If u have some spare money left
☐ Not recommended
☐ You could also just burn your money

---{ Bugs }---
☐ Never heard of
☐ Minor bugs
☑ Can get annoying
☐ ARK: Survival Evolved
☐ The game itself is a big terrarium for bugs

---{ ? / 10 }---
☐ 1
☐ 2
☐ 3
☐ 4
☐ 5
☐ 6
☑ 7
☐ 8
☐ 9
☐ 10"
22,2,0.8934,"fun, multiplayer, campaign, great, really, free, amazing, need, lot, recommend","---{ Graphics }---
☐ You forget what reality is
☑ Beautiful
☐ Good
☐ Decent
☐ Bad
☐ Don‘t look too long at it
☐ MS-DOS

---{ Gameplay }---
☐ Very good
☑ Good
☐ It's just gameplay
☐ Mehh
☐ Watch paint dry instead
☐ Just don't

---{ Audio }---
☐ Eargasm
☐ Very good
☑ Good
☐ Not too bad
☐ Bad
☐ I'm now deaf

---{ Audience }---
☐ Kids
☑ Teens
☑ Adults
☐ Grandma

---{ PC Requirements }---
☐ Check if you can run paint
☐ Potato
☐ Decent
☑ Fast
☐ Rich boi
☐ Ask NASA if they have a spare computer

---{ Difficulty }---
☐ Just press 'W'
☐ Easy
☑ Easy to learn / Hard to master
☐ Significant brain usage
☐ Difficult
☐ Dark Souls

---{ Story }---
☐ No Story
☐ Some lore
☐ Average
☑ Good
☐ Lovely
☐ It'll replace your life

---{ Game Time }---
☐ Long enough for a cup of coffee
☐ Short
☐ Average
☑ Long
☐ To infinity and beyond

---{ Price }---
☑ It's free!
☐ Worth the price
☐ If it's on sale
☐ If u have some spare money left
☐ Not recommended
☐ You could also just burn your money

---{ Bugs }---
☑ Never heard of
☐ Minor bugs
☐ Can get annoying
☐ ARK: Survival Evolved
☐ The game itself is a big terrarium for bugs

---{ ? / 10 }---
☐ 1
☐ 2
☐ 3
☐ 4
☐ 5
☐ 6
☐ 7
☐ 8
☑ 9
☐ 10"
23,2,0.8888,"fun, multiplayer, campaign, great, really, free, amazing, need, lot, recommend","---{ Graphics }---
☐ You forget what reality is
☐ Beautiful
☑ Good
☐ Decent
☐ Bad
☐ Don‘t look too long at it
☐ MS-DOS

---{ Gameplay }---
☐ Very good
☑ Good
☐ It's just gameplay
☐ Mehh
☐ Watch paint dry instead
☐ Just don't

---{ Audio }---
☐ Eargasm
☑ Very good
☐ Good
☐ Not too bad
☐ Bad
☐ I'm now deaf

---{ Audience }---
☐ Kids
☑ Teens
☑ Adults
☑ Grandma

---{ PC Requirements }---
☐ Check if you can run paint
☐ Potato
☐ Decent
☐ Fast
☑ Rich boi
☐ Ask NASA if they have a spare computer

---{ Difficulty }---
☐ Just press 'W'
☐ Easy
☑ Easy to learn / Hard to master
☐ Significant brain usage
☐ Difficult
☐ Dark Souls

---{ Grind }---
☐ Nothing to grind
☐ Only if u care about leaderboards/ranks
☐ Isn't necessary to progress
☐ Average grind level
☑ Too much grind
☐ You'll need a second live for grinding

---{ Story }---
☐ No Story
☐ Some lore
☐ Average
☐ Good
☑ Lovely
☐ It'll replace your life

---{ Game Time }---
☐ Long enough for a cup of coffee
☐ Short
☑ Average
☐ Long
☐ To infinity and beyond

---{ Price }---
☐ It's free!
☑ Worth the price
☐ If it's on sale
☐ If u have some spare money left
☐ Not recommended
☐ You could also just burn your money

---{ Bugs }---
☐ Never heard of
☑ Minor bugs
☐ Can get annoying
☐ ARK: Survival Evolved
☐ The game itself is a big terrarium for bugs

---{ ? / 10 }---
☐ 1
☐ 2
☐ 3
☐ 4
☐ 5
☐ 6
☐ 7
☑ 8
☐ 9
☐ 10


"
24,2,0.8888,"fun, multiplayer, campaign, great, really, free, amazing, need, lot, recommend","---{ Graphics }---
☐ You forget what reality is
☑ Beautiful
☐ Good
☐ Decent
☐ Bad
☐ Don‘t look too long at it
☐ MS-DOS

---{ Gameplay }---
☐ Very good
☑ Good
☐ It's just gameplay
☐ Mehh
☐ Watch paint dry instead
☐ Just don't

---{ Audio }---
☐ Eargasm
☑ Very good
☐ Good
☐ Not too bad
☐ Bad
☐ I'm now deaf

---{ Audience }---
☐ Kids
☑ Teens
☑ Adults
☐ Grandma

---{ PC Requirements }---
☐ Check if you can run paint
☐ Potato
☐ Decent
☐ Fast
☑ Rich boi
☐ Ask NASA if they have a spare computer

---{ Difficulty }---
☐ Just press 'W'
☐ Easy
☐ Easy to learn / Hard to master
☑ Significant brain usage
☐ Difficult
☐ Dark Souls

---{ Grind }---
☐ Nothing to grind
☐ Only if u care about leaderboards/ranks
☑ Isn't necessary to progress
☐ Average grind level
☐ Too much grind
☐ You'll need a second live for grinding

---{ Story }---
☐ No Story
☐ Some lore
☐ Average
☑ Good
☐ Lovely
☐ It'll replace your life

---{ Game Time }---
☐ Long enough for a cup of coffee
☐ Short
☐ Average
☑ Long
☐ To infinity and beyond

---{ Price }---
☑ It's free!
☐ Worth the price
☐ If it's on sale
☐ If u have some spare money left
☐ Not recommended
☐ You could also just burn your money

---{ Bugs }---
☐ Never heard of
☐ Minor bugs
☑ Can get annoying
☐ ARK: Survival Evolved
☐ The game itself is a big terrarium for bugs

---{ ? / 10 }---
☐ 1
☐ 2
☐ 3
☐ 4
☐ 5
☐ 6
☐ 7
☐ 8
☑ 9
☐ 10"
25,2,0.8888,"fun, multiplayer, campaign, great, really, free, amazing, need, lot, recommend","---{ Graphics }---
☐ You forget what reality is
☑ Beautiful
☐ Good
☐ Decent
☐ Bad
☐ Don‘t look too long at it
☐ MS-DOS

---{ Gameplay }---
☐ Very good
☑ Good
☐ It's just gameplay
☐ Mehh
☐ Watch paint dry instead
☐ Just don't

---{ Audio }---
☐ Eargasm
☑ Very good
☐ Good
☐ Not too bad
☐ Bad
☐ I'm now deaf

---{ Audience }---
☐ Kids
☑ Teens
☑ Adults
☐ Grandma

---{ PC Requirements }---
☐ Check if you can run paint
☐ Potato
☐ Decent
☑ Fast
☐ Rich boi
☐ Ask NASA if they have a spare computer

---{ Difficulty }---
☐ Just press 'W'
☐ Easy
☑ Easy to learn / Hard to master
☐ Significant brain usage
☐ Difficult
☐ Dark Souls

---{ Grind }---
☐ Nothing to grind
☐ Only if u care about leaderboards/ranks
☑ Isn't necessary to progress
☐ Average grind level
☐ Too much grind
☐ You'll need a second live for grinding

---{ Story }---
☐ No Story
☐ Some lore
☐ Average
☑ Good
☐ Lovely
☐ It'll replace your life

---{ Game Time }---
☐ Long enough for a cup of coffee
☐ Short
☐ Average
☑ Long
☐ To infinity and beyond

---{ Price }---
☑ It's free!
☐ Worth the price
☐ If it's on sale
☐ If u have some spare money left
☐ Not recommended
☐ You could also just burn your money

---{ Bugs }---
☐ Never heard of
☐ Minor bugs
☑ Can get annoying
☐ ARK: Survival Evolved
☐ The game itself is a big terrarium for bugs"
26,2,0.8888,"fun, multiplayer, campaign, great, really, free, amazing, need, lot, recommend","---{ Graphics }---
☐ You forget what reality is
☑ Beautiful
☐ Good
☐ Decent
☐ Bad
☐ Don‘t look too long at it
☐ MS-DOS

---{ Gameplay }---
☑ Very good
☐ Good
☐ It's just gameplay
☐ Mehh
☐ Watch paint dry instead
☐ Just don't

---{ Audio }---
☐ Eargasm
☑ Very good
☐ Good
☐ Not too bad
☐ Bad
☐ I'm now deaf

---{ Audience }---
☐ Kids
☑ Teens
☑ Adults
☐ Grandma

---{ PC Requirements }---
☐ Check if you can run paint
☐ Potato
☑ Decent
☐ Fast
☐ Rich boi
☐ Ask NASA if they have a spare computer

---{ Difficulty }---
☐ Just press 'W'
☐ Easy
☑ Easy to learn / Hard to master
☐ Significant brain usage
☐ Difficult
☐ Dark Souls

---{ Grind }---
☐ Nothing to grind
☑ Only if u care about leaderboards/ranks
☐ Isn't necessary to progress
☐ Average grind level
☐ Too much grind
☐ You'll need a second live for grinding

---{ Story }---
☐ No Story
☑ Some lore
☐ Average
☐ Good
☐ Lovely
☐ It'll replace your life

---{ Game Time }---
☐ Long enough for a cup of coffee
☐ Short
☐ Average
☐ Long
☑ To infinity and beyond

---{ Price }---
☑ It's free!
☐ Worth the price
☐ If it's on sale
☐ If u have some spare money left
☐ Not recommended
☐ You could also just burn your money

---{ Bugs }---
☐ Never heard of
☐ Minor bugs
☑ Can get annoying
☐ ARK: Survival Evolved
☐ The game itself is a big terrarium for bugs

---{ ? / 10 }---
☐ 1
☐ 2
☐ 3
☐ 4
☐ 5
☐ 6
☐ 7
☑ 8
☐ 9
☐ 10

"
27,2,0.8888,"fun, multiplayer, campaign, great, really, free, amazing, need, lot, recommend","---{ Graphics }---
☐ You forget what reality is
☑ Beautiful
☐ Good
☐ Decent
☐ Bad
☐ Don‘t look too long at it
☐ MS-DOS

---{ Gameplay }---
☑ Very good
☐ Good
☐ It's just gameplay
☐ Mehh
☐ Watch paint dry instead
☐ Just don't

---{ Audio }---
☐ Eargasm
☐ Very good
☑ Good
☐ Not too bad
☐ Bad
☐ I'm now deaf

---{ Audience }---
☐ Kids
☑ Teens
☑ Adults
☐ Grandma

---{ PC Requirements }---
☐ Check if you can run paint
☐ Potato
☐  Decent
☑ Fast
☐ Rich boi
☐ Ask NASA if they have a spare computer

---{ Difficulty }---
☐ Just press 'W'
☐ Easy
☑ Easy to learn / Hard to master
☐ Significant brain usage
☐ Difficult
☐ Dark Souls

---{ Grind }---
☐ Nothing to grind
☐ Only if u care about leaderboards/ranks
☐ Isn't necessary to progress
☐ Average grind level
☑ Too much grind
☐ You'll need a second live for grinding

---{ Story }---
☐ No Story
☐ Some lore
☐ Average
☑ Good
☐ Lovely
☐ It'll replace your life

---{ Game Time }---
☐ Long enough for a cup of coffee
☐ Short
☐ Average
☑ Long
☐ To infinity and beyond

---{ Price }---
☐ It's free!
☐ Worth the price
☐ If it's on sale
☐ If u have some spare money left
☐ Not recommended
☑ You could also just burn your money

---{ Bugs }---
☐ Never heard of
☑ Minor bugs
☐ Can get annoying
☐ ARK: Survival Evolved
☐ The game itself is a big terrarium for bugs

---{ ? / 10 }---
☐ 1
☐ 2
☐ 3
☐ 4
☐ 5
☐ 6
☐ 7
☐ 8
☑ 9
☐10"
28,2,0.8888,"fun, multiplayer, campaign, great, really, free, amazing, need, lot, recommend","---{ Graphics }---
☐ You forget what reality is
☑ Beautiful
☐ Good
☐ Decent
☐ Bad
☐ Don‘t look too long at it
☐ MS-DOS

---{ Gameplay }---
☐ Very good
☑ Good
☐ It's just gameplay
☐ Mehh
☐ Watch paint dry instead
☐ Just don't

---{ Audio }---
☐ Eargasm
☑ Very good
☐ Good
☐ Not too bad
☐ Bad
☐ I'm now deaf

---{ Audience }---
☐ Kids
☑ Teens
☑ Adults
☐ Grandma

---{ PC Requirements }---
☐ Check if you can run paint
☐ Potato
☐ Decent
☑ Fast
☐ Rich boi
☐ Ask NASA if they have a spare computer

---{ Difficulty }---
☐ Just press 'W'
☐ Easy
☑ Easy to learn / Hard to master
☐ Significant brain usage
☐ Difficult
☐ Dark Souls

---{ Grind }---
☐ Nothing to grind
☐ Only if u care about leaderboards/ranks
☑ Isn't necessary to progress
☐ Average grind level
☐ Too much grind
☐ You'll need a second live for grinding

---{ Story }---
☐ No Story
☐ Some lore
☐ Average
☑  Good
☐ Lovely
☐ It'll replace your life

---{ Game Time }---
☐ Long enough for a cup of coffee
☐ Short
☐ Average
☑ Long
☐ To infinity and beyond

---{ Price }---
☑ It's free!
☐ Worth the price
☐ If it's on sale
☐ If u have some spare money left
☐ Not recommended
☐ You could also just burn your money

---{ Bugs }---
☐ Never heard of
☐ Minor bugs
☑ Can get annoying
☐ ARK: Survival Evolved
☐ The game itself is a big terrarium for bugs

---{ ? / 10 }---
☐ 1
☐ 2
☐ 3
☐ 4
☐ 5
☐ 6
☐ 7
☐ 8
☑ 9
☐ 10"
29,2,0.8888,"fun, multiplayer, campaign, great, really, free, amazing, need, lot, recommend","---{ Graphics }---
☐ You forget what reality is
☑ Beautiful
☐ Good
☐ Decent
☐ Bad
☐ Don‘t look too long at it
☐ MS-DOS

---{ Gameplay }---
☐ Very good
☑ Good
☐ It's just gameplay
☐ Mehh
☐ Watch paint dry instead
☐ Just don't

---{ Audio }---
☐ Eargasm
☑ Very good
☐ Good
☐ Not too bad
☐ Bad
☐ I'm now deaf

---{ Audience }---
☐ Kids
☑ Teens
☑ Adults
☐ Grandma

---{ PC Requirements }---
☐ Check if you can run paint
☐ Potato
☐ Decent
☑ Fast
☐ Rich boi
☐ Ask NASA if they have a spare computer

---{ Difficulty }---
☐ Just press 'W'
☐ Easy
☑ Easy to learn / Hard to master
☐ Significant brain usage
☐ Difficult
☐ Dark Souls

---{ Grind }---
☐ Nothing to grind
☐ Only if u care about leaderboards/ranks
☑ Isn't necessary to progress
☐ Average grind level
☐ Too much grind
☐ You'll need a second live for grinding

---{ Story }---
☐ No Story
☐ Some lore
☐ Average
☑ Good
☐ Lovely
☐ It'll replace your life

---{ Game Time }---
☐ Long enough for a cup of coffee
☐ Short
☐ Average
☑ Long
☐ To infinity and beyond

---{ Price }---
☑ It's free!
☐ Worth the price
☐ If it's on sale
☐ If u have some spare money left
☐ Not recommended
☐ You could also just burn your money

---{ Bugs }---
☐ Never heard of
☑ Minor bugs
☐ Can get annoying
☐ ARK: Survival Evolved
☐ The game itself is a big terrarium for bugs

---{ ? / 10 }---
☐ 1
☐ 2
☐ 3
☐ 4
☐ 5
☐ 6
☐ 7
☐ 8
☑ 9
☐ 10"
30,3,0.9814,"halo, love, pretty, like, well, back, cool, old, nice, bring",I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls I am in your walls
